7/1/1954	0.8
8/1/1954	1.22
9/1/1954	1.06
10/1/1954	0.85
11/1/1954	0.83
12/1/1954	1.28
1/1/1955	1.39
2/1/1955	1.29
3/1/1955	1.35
4/1/1955	1.43
5/1/1955	1.43
6/1/1955	1.64
7/1/1955	1.68
8/1/1955	1.96
9/1/1955	2.18
10/1/1955	2.24
11/1/1955	2.35
12/1/1955	2.48
1/1/1956	2.45
2/1/1956	2.5
3/1/1956	2.5
4/1/1956	2.62
5/1/1956	2.75
6/1/1956	2.71
7/1/1956	2.75
8/1/1956	2.73
9/1/1956	2.95
10/1/1956	2.96
11/1/1956	2.88
12/1/1956	2.94
1/1/1957	2.84
2/1/1957	3
3/1/1957	2.96
4/1/1957	3
5/1/1957	3
6/1/1957	3
7/1/1957	2.99
8/1/1957	3.24
9/1/1957	3.47
10/1/1957	3.5
11/1/1957	3.28
12/1/1957	2.98
1/1/1958	2.72
2/1/1958	1.67
3/1/1958	1.2
4/1/1958	1.26
5/1/1958	0.63
6/1/1958	0.93
7/1/1958	0.68
8/1/1958	1.53
9/1/1958	1.76
10/1/1958	1.8
11/1/1958	2.27
12/1/1958	2.42
1/1/1959	2.48
2/1/1959	2.43
3/1/1959	2.8
4/1/1959	2.96
5/1/1959	2.9
6/1/1959	3.39
7/1/1959	3.47
8/1/1959	3.5
9/1/1959	3.76
10/1/1959	3.98
11/1/1959	4
12/1/1959	3.99
1/1/1960	3.99
2/1/1960	3.97
3/1/1960	3.84
4/1/1960	3.92
5/1/1960	3.85
6/1/1960	3.32
7/1/1960	3.23
8/1/1960	2.98
9/1/1960	2.6
10/1/1960	2.47
11/1/1960	2.44
12/1/1960	1.98
1/1/1961	1.45
2/1/1961	2.54
3/1/1961	2.02
4/1/1961	1.49
5/1/1961	1.98
6/1/1961	1.73
7/1/1961	1.17
8/1/1961	2
9/1/1961	1.88
10/1/1961	2.26
11/1/1961	2.61
12/1/1961	2.33
1/1/1962	2.15
2/1/1962	2.37
3/1/1962	2.85
4/1/1962	2.78
5/1/1962	2.36
6/1/1962	2.68
7/1/1962	2.71
8/1/1962	2.93
9/1/1962	2.9
10/1/1962	2.9
11/1/1962	2.94
12/1/1962	2.93
1/1/1963	2.92
2/1/1963	3
3/1/1963	2.98
4/1/1963	2.9
5/1/1963	3
6/1/1963	2.99
7/1/1963	3.02
8/1/1963	3.49
9/1/1963	3.48
10/1/1963	3.5
11/1/1963	3.48
12/1/1963	3.38
1/1/1964	3.48
2/1/1964	3.48
3/1/1964	3.43
4/1/1964	3.47
5/1/1964	3.5
6/1/1964	3.5
7/1/1964	3.42
8/1/1964	3.5
9/1/1964	3.45
10/1/1964	3.36
11/1/1964	3.52
12/1/1964	3.85
1/1/1965	3.9
2/1/1965	3.98
3/1/1965	4.04
4/1/1965	4.09
5/1/1965	4.1
6/1/1965	4.04
7/1/1965	4.09
8/1/1965	4.12
9/1/1965	4.01
10/1/1965	4.08
11/1/1965	4.1
12/1/1965	4.32
1/1/1966	4.42
2/1/1966	4.6
3/1/1966	4.65
4/1/1966	4.67
5/1/1966	4.9
6/1/1966	5.17
7/1/1966	5.3
8/1/1966	5.53
9/1/1966	5.4
10/1/1966	5.53
11/1/1966	5.76
12/1/1966	5.4
1/1/1967	4.94
2/1/1967	5
3/1/1967	4.53
4/1/1967	4.05
5/1/1967	3.94
6/1/1967	3.98
7/1/1967	3.79
8/1/1967	3.9
9/1/1967	3.99
10/1/1967	3.88
11/1/1967	4.13
12/1/1967	4.51
1/1/1968	4.6
2/1/1968	4.71
3/1/1968	5.05
4/1/1968	5.76
5/1/1968	6.11
6/1/1968	6.07
7/1/1968	6.02
8/1/1968	6.03
9/1/1968	5.78
10/1/1968	5.91
11/1/1968	5.82
12/1/1968	6.02
1/1/1969	6.3
2/1/1969	6.61
3/1/1969	6.79
4/1/1969	7.41
5/1/1969	8.67
6/1/1969	8.9
7/1/1969	8.61
8/1/1969	9.19
9/1/1969	9.15
10/1/1969	9
11/1/1969	8.85
12/1/1969	8.97
1/1/1970	8.98
2/1/1970	8.98
3/1/1970	7.76
4/1/1970	8.1
5/1/1970	7.94
6/1/1970	7.6
7/1/1970	7.21
8/1/1970	6.61
9/1/1970	6.29
10/1/1970	6.2
11/1/1970	5.6
12/1/1970	4.9
1/1/1971	4.14
2/1/1971	3.72
3/1/1971	3.71
4/1/1971	4.15
5/1/1971	4.63
6/1/1971	4.91
7/1/1971	5.31
8/1/1971	5.56
9/1/1971	5.55
10/1/1971	5.2
11/1/1971	4.91
12/1/1971	4.14
1/1/1972	3.5
2/1/1972	3.29
3/1/1972	3.83
4/1/1972	4.17
5/1/1972	4.27
6/1/1972	4.46
7/1/1972	4.55
8/1/1972	4.8
9/1/1972	4.87
10/1/1972	5.04
11/1/1972	5.06
12/1/1972	5.33
1/1/1973	5.94
2/1/1973	6.58
3/1/1973	7.09
4/1/1973	7.12
5/1/1973	7.84
6/1/1973	8.49
7/1/1973	10.4
8/1/1973	10.5
9/1/1973	10.78
10/1/1973	10.01
11/1/1973	10.03
12/1/1973	9.95
1/1/1974	9.65
2/1/1974	8.97
3/1/1974	9.35
4/1/1974	10.51
5/1/1974	11.31
6/1/1974	11.93
7/1/1974	12.92
8/1/1974	12.01
9/1/1974	11.34
10/1/1974	10.06
11/1/1974	9.45
12/1/1974	8.53
1/1/1975	7.13
2/1/1975	6.24
3/1/1975	5.54
4/1/1975	5.49
5/1/1975	5.22
6/1/1975	5.55
7/1/1975	6.1
8/1/1975	6.14
9/1/1975	6.24
10/1/1975	5.82
11/1/1975	5.22
12/1/1975	5.2
1/1/1976	4.87
2/1/1976	4.77
3/1/1976	4.84
4/1/1976	4.82
5/1/1976	5.29
6/1/1976	5.48
7/1/1976	5.31
8/1/1976	5.29
9/1/1976	5.25
10/1/1976	5.02
11/1/1976	4.95
12/1/1976	4.65
1/1/1977	4.61
2/1/1977	4.68
3/1/1977	4.69
4/1/1977	4.73
5/1/1977	5.35
6/1/1977	5.39
7/1/1977	5.42
8/1/1977	5.9
9/1/1977	6.14
10/1/1977	6.47
11/1/1977	6.51
12/1/1977	6.56
1/1/1978	6.7
2/1/1978	6.78
3/1/1978	6.79
4/1/1978	6.89
5/1/1978	7.36
6/1/1978	7.6
7/1/1978	7.81
8/1/1978	8.04
9/1/1978	8.45
10/1/1978	8.96
11/1/1978	9.76
12/1/1978	10.03
1/1/1979	10.07
2/1/1979	10.06
3/1/1979	10.09
4/1/1979	10.01
5/1/1979	10.24
6/1/1979	10.29
7/1/1979	10.47
8/1/1979	10.94
9/1/1979	11.43
10/1/1979	13.77
11/1/1979	13.18
12/1/1979	13.78
1/1/1980	13.82
2/1/1980	14.13
3/1/1980	17.19
