4/1/1980	17.61
5/1/1980	10.98
6/1/1980	9.47
7/1/1980	9.03
8/1/1980	9.61
9/1/1980	10.87
10/1/1980	12.81
11/1/1980	15.85
12/1/1980	18.9
1/1/1981	19.08
2/1/1981	15.93
3/1/1981	14.7
4/1/1981	15.72
5/1/1981	18.52
6/1/1981	19.1
7/1/1981	19.04
8/1/1981	17.82
9/1/1981	15.87
10/1/1981	15.08
11/1/1981	13.31
12/1/1981	12.37
1/1/1982	13.22
2/1/1982	14.78
3/1/1982	14.68
4/1/1982	14.94
5/1/1982	14.45
6/1/1982	14.15
7/1/1982	12.59
8/1/1982	10.12
9/1/1982	10.31
10/1/1982	9.71
11/1/1982	9.2
12/1/1982	8.95
1/1/1983	8.68
2/1/1983	8.51
3/1/1983	8.77
4/1/1983	8.8
5/1/1983	8.63
6/1/1983	8.98
7/1/1983	9.37
8/1/1983	9.56
9/1/1983	9.45
10/1/1983	9.48
11/1/1983	9.34
12/1/1983	9.47
1/1/1984	9.56
2/1/1984	9.59
3/1/1984	9.91
4/1/1984	10.29
5/1/1984	10.32
6/1/1984	11.06
7/1/1984	11.23
8/1/1984	11.64
9/1/1984	11.3
10/1/1984	9.99
11/1/1984	9.43
12/1/1984	8.38
1/1/1985	8.35
2/1/1985	8.5
3/1/1985	8.58
4/1/1985	8.27
5/1/1985	7.97
6/1/1985	7.53
7/1/1985	7.88
8/1/1985	7.9
9/1/1985	7.92
10/1/1985	7.99
11/1/1985	8.05
12/1/1985	8.27
1/1/1986	8.14
2/1/1986	7.86
3/1/1986	7.48
4/1/1986	6.99
5/1/1986	6.85
6/1/1986	6.92
7/1/1986	6.56
8/1/1986	6.17
9/1/1986	5.89
10/1/1986	5.85
11/1/1986	6.04
12/1/1986	6.91
1/1/1987	6.43
2/1/1987	6.1
3/1/1987	6.13
4/1/1987	6.37
5/1/1987	6.85
6/1/1987	6.73
7/1/1987	6.58
8/1/1987	6.73
9/1/1987	7.22
10/1/1987	7.29
11/1/1987	6.69
12/1/1987	6.77
1/1/1988	6.83
2/1/1988	6.58
3/1/1988	6.58
4/1/1988	6.87
5/1/1988	7.09
6/1/1988	7.51
7/1/1988	7.75
8/1/1988	8.01
9/1/1988	8.19
10/1/1988	8.3
11/1/1988	8.35
12/1/1988	8.76
1/1/1989	9.12
2/1/1989	9.36
3/1/1989	9.85
4/1/1989	9.84
5/1/1989	9.81
6/1/1989	9.53
7/1/1989	9.24
8/1/1989	8.99
9/1/1989	9.02
10/1/1989	8.84
11/1/1989	8.55
12/1/1989	8.45
1/1/1990	8.23
2/1/1990	8.24
3/1/1990	8.28
4/1/1990	8.26
5/1/1990	8.18
6/1/1990	8.29
7/1/1990	8.15
8/1/1990	8.13
9/1/1990	8.2
10/1/1990	8.11
11/1/1990	7.81
12/1/1990	7.31
1/1/1991	6.91
2/1/1991	6.25
3/1/1991	6.12
4/1/1991	5.91
5/1/1991	5.78
6/1/1991	5.9
7/1/1991	5.82
8/1/1991	5.66
9/1/1991	5.45
10/1/1991	5.21
11/1/1991	4.81
12/1/1991	4.43
1/1/1992	4.03
2/1/1992	4.06
3/1/1992	3.98
4/1/1992	3.73
5/1/1992	3.82
6/1/1992	3.76
7/1/1992	3.25
8/1/1992	3.3
9/1/1992	3.22
10/1/1992	3.1
11/1/1992	3.09
12/1/1992	2.92
1/1/1993	3.02
2/1/1993	3.03
3/1/1993	3.07
4/1/1993	2.96
5/1/1993	3
6/1/1993	3.04
7/1/1993	3.06
8/1/1993	3.03
9/1/1993	3.09
10/1/1993	2.99
11/1/1993	3.02
12/1/1993	2.96
1/1/1994	3.05
2/1/1994	3.25
3/1/1994	3.34
4/1/1994	3.56
5/1/1994	4.01
6/1/1994	4.25
7/1/1994	4.26
8/1/1994	4.47
9/1/1994	4.73
10/1/1994	4.76
11/1/1994	5.29
12/1/1994	5.45
1/1/1995	5.53
2/1/1995	5.92
3/1/1995	5.98
4/1/1995	6.05
5/1/1995	6.01
6/1/1995	6
7/1/1995	5.85
8/1/1995	5.74
9/1/1995	5.8
10/1/1995	5.76
11/1/1995	5.8
12/1/1995	5.6
1/1/1996	5.56
2/1/1996	5.22
3/1/1996	5.31
4/1/1996	5.22
5/1/1996	5.24
6/1/1996	5.27
7/1/1996	5.4
8/1/1996	5.22
9/1/1996	5.3
10/1/1996	5.24
11/1/1996	5.31
12/1/1996	5.29
1/1/1997	5.25
2/1/1997	5.19
3/1/1997	5.39
4/1/1997	5.51
5/1/1997	5.5
6/1/1997	5.56
7/1/1997	5.52
8/1/1997	5.54
9/1/1997	5.54
10/1/1997	5.5
11/1/1997	5.52
12/1/1997	5.5
1/1/1998	5.56
2/1/1998	5.51
3/1/1998	5.49
4/1/1998	5.45
5/1/1998	5.49
6/1/1998	5.56
7/1/1998	5.54
8/1/1998	5.55
9/1/1998	5.51
10/1/1998	5.07
11/1/1998	4.83
12/1/1998	4.68
1/1/1999	4.63
2/1/1999	4.76
3/1/1999	4.81
4/1/1999	4.74
5/1/1999	4.74
6/1/1999	4.76
7/1/1999	4.99
8/1/1999	5.07
9/1/1999	5.22
10/1/1999	5.2
11/1/1999	5.42
12/1/1999	5.3
1/1/2000	5.46
2/1/2000	5.73
3/1/2000	5.85
4/1/2000	6.02
5/1/2000	6.27
6/1/2000	6.53
7/1/2000	6.54
8/1/2000	6.5
9/1/2000	6.52
10/1/2000	6.51
11/1/2000	6.51
12/1/2000	6.4
1/1/2001	5.98
2/1/2001	5.49
3/1/2001	5.31
4/1/2001	4.8
5/1/2001	4.21
6/1/2001	3.97
